# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
6.838E-07,122.0049311171,144.3594084784,120.6886816232,149.0104212367,128.4404838464,119.3647973481,158.0563591883,128.3390960211,121.7582647591,90.8810949023,124.9497148794,126.6051949198,128.7578032575,143.2364353551,85.7662197,115.128406636,106.7221078724,172.3072607707,126.5638840321,105.436939063,137.9601436267,136.7198649666,97.8234412271,163.7388866585,125.0349766272,125.6010254518,119.4770973083,126.3052417937,162.2496470135,172.8449210328
6.839E-07,134.7686682013,157.6013065558,100.0713718223,158.0259624486,141.9751489686,124.202824116,155.7910175743,132.7849695002,122.6066586745,94.9066931877,128.9271574929,129.4972576485,135.6688759539,144.9361246973,98.2021551781,117.3748065387,116.1389463833,163.6262839565,123.4530430581,98.343738281,142.4603894692,134.5714266446,98.4330074429,162.6617291873,117.4716370517,126.4822086845,113.991583828,131.8387337227,168.3294540725,162.6631938492
0.000000684,131.4819433792,155.3588558933,113.734784693,144.1285430701,140.6214579108,125.3460161085,147.8938202562,127.9617965704,113.3603037957,105.39104955,126.4714068926,136.9689915781,124.4611200405,153.6583959775,80.9346245427,124.5297250111,104.8956039095,176.6512384849,132.458671927,114.7307469966,128.9779530049,128.6310974687,101.2112428769,154.8195477762,133.7966245944,121.1216791481,118.4716969613,133.6885165351,169.2224210291,179.9600340599
6.841E-07,118.0608930201,152.533184266,112.2566978444,152.4682939133,140.3239359151,121.3412094563,152.5495536722,128.0877395209,117.263319905,92.5989242785,137.9942388639,130.4694975602,131.4046268949,142.5675245792,91.022238587,124.6034906355,112.9211341331,165.0436462936,135.7060165408,93.0252975962,124.4807287775,120.8242312952,94.9408164281,167.9185587975,132.1100808231,119.6869235464,118.1718508823,120.4600530669,163.6939246831,172.081341913
6.842E-07,129.6903285615,164.9676782085,115.1749559991,159.766677494,138.3689839041,112.8949871596,148.4719492538,129.7530398489,115.7137809632,105.2177397245,129.845699666,122.2729225053,124.7938110073,148.032574372,92.6334530331,126.1101172046,125.7781581877,179.3884795354,118.637409968,104.0710506649,130.3426874022,139.9267260315,91.7206295096,164.0669674405,129.9091034649,137.524176209,126.9323808561,122.7366078145,151.3020632944,180.6194993058
6.843E-07,138.3577504569,161.6088980306,107.1336022181,137.9031665364,142.0778099747,130.3935638693,159.1775186613,126.3406929803,113.2726524067,91.1610832646,124.1095603329,117.9885669565,118.7130339204,139.6685664927,87.5328467532,120.9926977575,108.0133530625,177.8316777271,119.9262523103,102.4271533017,135.9838261572,133.3891163463,105.0244479949,156.6365026318,126.8683679748,132.3290543798,117.8011361486,128.2361734779,164.9488030201,173.9109965867
6.844E-07,132.9667281096,161.0743686569,118.8567264252,150.3693407945,141.366620288,124.1464768508,157.078179642,121.6965345367,118.4031707303,89.0288542536,136.9144756446,139.2697421123,131.8632313638,139.1458394165,92.072753037,127.7344445406,106.3654382019,166.3677292394,128.1071951464,93.0519100852,131.1426607472,130.1799020542,106.397216939,153.3849959201,121.3832271494,129.1402862353,109.4926918719,123.7116183512,163.0962885713,161.8723115616
6.845E-07,119.4802440686,158.4192402701,116.670808372,158.660223154,140.5562997192,122.0739104983,153.2429519764,119.1465265763,114.9572373899,93.0259531216,134.5032095245,127.2549724251,128.7040121006,153.8553960132,83.5666450619,115.8562614376,103.6919178541,176.8845501775,131.1573236909,93.571340917,133.7839495972,126.0659513727,104.2752472938,156.2400337723,122.2065257153,127.3021373177,125.1181521136,129.8150542486,169.9166980531,169.448193346
6.846E-07,131.1181650956,172.2394193994,118.1835462437,152.9289493368,149.1457439806,127.3033417468,146.6527141423,111.8366774448,121.9596303665,92.5519026307,120.088817553,137.9442146004,130.882074079,162.0079282232,79.4581939649,124.603017553,108.2277353178,170.0636849796,126.9976682087,98.7845806447,127.8985626137,127.5402645829,95.7960369541,161.0616717117,123.9105900525,127.5166660307,115.6661033725,132.2664615395,166.5872250481,180.4716911083
6.847E-07,128.1390471102,166.0053697382,119.8757320904,147.4697284628,137.2769976238,120.9997885851,149.760778479,119.7731436142,124.2486972334,98.660105125,130.3886999812,135.6810881175,131.1281287453,129.4911662203,81.7585139678,130.6311819815,109.3631091713,172.8245646174,128.6558830285,104.2656285904,137.965655187,129.8476777714,99.3245483088,151.0106390134,120.1261495042,125.7802081867,122.2633941283,122.7410767786,172.1807214546,173.8263287086
6.848E-07,121.8896063234,154.7682331524,109.4750330677,150.4807851138,133.5800816942,122.5337555005,157.461754711,123.8373517546,124.9239253184,102.4554539115,136.4501970474,128.7670528108,113.0245943982,138.7109463058,90.9648013187,119.249467681,84.4984420732,174.8133711245,126.9225993652,96.5860255058,131.4604118795,134.2889577877,103.4032038139,158.1454923301,123.6102254294,129.635723527,126.8467710694,123.8861794299,172.8571144757,169.2020706724
6.849E-07,131.3812047055,166.9787998744,111.0725355847,145.8390063132,144.0372006565,122.2318000577,155.177660807,122.3836676474,116.1241943056,90.9108437336,139.4555454493,132.8270456665,133.1065847724,148.7996319629,86.4982309886,127.8925661988,99.3430470388,178.3137666258,132.762975917,88.3266510099,133.4152350988,129.6187583984,110.0519215021,148.2278036883,125.8021076177,124.3969052231,115.2476432405,134.5709598958,174.9953558696,170.6832947314
0.000000685,135.2245209395,154.6408334538,110.2594830021,143.0854085144,147.4268800486,125.8330922976,153.1808757383,126.9803407954,125.178042356,94.4595593933,137.334738155,126.9440794191,140.9200974834,145.809476521,98.3713131371,119.2041966801,93.2655663984,175.1532444966,131.1595686732,92.4028600015,125.3303130572,152.7613996406,99.1777641395,149.8250675488,128.5855292653,125.8468793173,122.0680608203,132.4580978729,186.3293856415,172.6181637535
6.851E-07,119.8295148722,159.5206334447,111.3327480649,145.2591690404,143.170272511,128.805452883,154.915215795,127.9678661944,125.3655728419,90.3975992551,139.6346625106,127.2441695849,121.5874719169,146.5156842793,86.5885004901,114.7106512496,108.3694031918,169.9817169801,122.8535298558,96.0797612945,134.4883088021,137.0939541427,88.172813518,143.8840028662,113.2883661248,118.1215065362,123.9314438014,126.5228243339,178.5000484454,165.5196901641
6.852E-07,133.3276213503,161.3964718451,117.7675464665,144.3281310513,138.8154662748,123.0733372758,153.3606585432,130.8242653526,116.4485538648,86.3333997836,128.5433261738,137.2687228425,132.1622516828,136.6816432339,96.0997715206,108.8314273247,105.914053495,169.3583529865,124.3121883723,94.9555914173,126.3962394323,128.9723357501,95.0389130403,163.6259275004,123.4878936254,123.5150104007,127.520647058,124.9509946784,173.2505564961,170.3906101746
6.853E-07,133.5493060143,152.1701493681,112.9840206664,152.0662286665,140.3590099374,125.1845825933,163.39983887,137.2075395994,111.9052255795,95.5854861784,138.6972763667,125.8600475048,117.7810448225,140.1002535304,79.4487667524,126.7638310845,112.8474344379,181.276794828,125.0181797121,100.2517679688,131.683231867,128.9227834798,103.9555712455,160.5065818049,131.4618830858,123.6402107791,124.7661972776,125.0953748886,172.9493754685,176.3200057045
6.854E-07,126.9630229824,154.5435867064,103.8233474485,157.2922531774,134.3313382286,127.5718578951,149.7508048536,129.7078886941,109.9283326658,95.9161399941,131.1635945576,124.0885392748,122.0935190486,139.9416488989,80.6497025396,127.2608664088,112.0487091982,169.7391672631,130.8556469525,100.5258362275,134.7614189834,126.1525584677,106.5241951327,156.3619467946,122.9334423506,121.2053535035,115.1579186734,133.3665385993,167.3435707955,170.8903648677
6.855E-07,125.6534420878,170.1990045311,120.2490877907,154.819848403,138.6931163109,118.5181805305,147.7372751381,134.46114322,128.4225523722,88.2750640665,118.0872142671,126.4672751604,134.4064666857,143.3777724779,88.8218908628,130.8509844235,114.916428706,185.2541779512,126.0390639659,87.0066714537,130.978530277,133.660223034,106.9210061536,159.4964605331,138.6960070788,120.4247547102,124.1306385095,126.893445083,183.6233221538,168.0841492761
6.856E-07,135.3383893346,164.3384541324,106.3345094152,142.9939203489,145.792626514,120.4775144027,155.710918704,123.9612275123,117.884185016,97.3901273033,124.7268295492,132.120664251,131.948192117,143.2750023046,87.6460263841,124.873716004,103.3647658436,182.6849698385,129.4361708382,98.7598770762,137.0858716956,134.5612255621,97.8643851524,161.3435363865,112.0250001709,129.1439591746,114.3562059599,123.0122920415,174.5266177535,163.6863326511
6.857E-07,129.4405977074,168.4695606644,118.2512032271,157.8242583074,150.8305595165,124.891555026,153.2827836713,129.7941890903,115.4133262161,84.1846773647,130.1060809281,125.1356212255,127.3710482931,150.8384119966,85.5033837886,128.9010174695,106.3190470673,180.5532545764,137.1909800489,94.1724310934,132.7932209114,129.2340165703,101.6412641622,153.3001768838,132.2613551373,124.1050824355,135.2502864464,124.7939307877,166.0524526254,171.4650167598
6.858E-07,128.2971251761,155.7079246025,110.4018392075,146.9380263756,149.1053275878,125.0975906522,146.6064597222,119.5709795383,120.5696595586,94.756392487,133.836382983,131.570000427,129.3011539346,134.3646112591,92.2661337093,119.9212646894,114.1920721103,169.7483604889,133.9691966847,94.2542546349,133.1969588966,129.5531793622,89.3468477777,156.0209301774,117.7624239709,125.0192092068,125.3042500366,124.0733488828,181.2847255688,168.8211868315
6.859E-07,129.1473890035,153.0268831112,111.858967887,154.4169146094,143.6111404613,121.9273839691,151.6269826475,129.3972616405,122.9952027973,89.1062577293,137.8206671881,130.7338338199,125.7459640244,151.034579241,91.1048265499,115.724421117,101.4849325113,169.8707284078,127.3672309196,98.0888589521,127.47561993,138.8340365463,84.5569150279,162.6223442544,122.0559942975,120.2156001488,123.7077833152,131.2245018588,167.5839106139,167.9657753648
0.000000686,129.2528537495,156.7920858705,115.8809740997,155.6861250072,134.9195965623,129.6341255116,141.9758847099,138.0615704466,125.2615302429,94.5527705601,120.5723156866,120.3929418069,131.376040623,148.1828947811,77.367582383,118.0368315622,103.748223179,172.4653538036,125.8061263593,105.3331116257,119.6656473774,135.844611072,93.8641869442,159.4131391592,119.0304278562,127.3530368123,118.2930928704,131.6598459081,171.7914906825,176.861681164
6.861E-07,127.1701280181,173.6385266736,115.837911869,160.459414424,141.7114020289,122.0897614204,159.2108061215,128.5279475575,127.9809399104,97.4601894818,133.5859074804,120.0051826528,135.6553651632,141.4917954477,78.693838097,115.5372357718,111.7777631262,178.4137983604,126.8442977714,88.8848676341,145.4095785279,140.3999567803,102.7800558819,154.4671092883,113.0251091772,118.8376546596,116.6657484039,134.5363637167,172.0188625641,171.3851551332
6.862E-07,127.6825059641,166.1287407482,118.8860714136,150.2913397477,139.6810325913,134.7289104855,148.3813461846,137.347759377,128.3807525485,91.7149256252,131.7743581316,131.7624204379,138.7750415447,142.6138327635,78.3837898473,129.7177795285,116.1150026303,180.1498800919,126.7857958793,102.9765556867,134.225375429,137.3569997881,96.698711757,150.4387537645,124.8391298302,115.7687876267,123.587327123,125.4098631616,174.4328269264,168.1966746169
6.863E-07,125.6037842535,171.7212734788,106.9896687429,143.634844194,150.6451613566,116.8669526751,148.2446283102,129.029991878,111.3675334119,96.7745690722,124.4462559891,126.1367942115,138.3099750042,157.3119282563,86.8989421996,114.3576314842,97.9585068718,170.7261591599,126.4251988737,100.1159868914,129.6468981663,134.2664693645,107.4404575489,163.6772078702,116.7698451473,120.6843733038,122.7882350626,133.837600289,174.953148893,165.9641129043
6.864E-07,128.543286279,156.6052096777,118.47592714,159.9542806316,151.7783696116,113.5101821599,147.3197340137,123.1273941723,129.8189750901,96.3283639708,135.319815931,127.6241674587,126.285975325,133.4303475917,94.6718250843,114.4162293303,100.3135775753,173.9741103635,127.708568012,95.5159278534,129.5374512312,137.9098698249,98.4087947045,159.0612307709,128.5739867348,123.4530592382,123.5267749983,106.9088575603,177.6905996306,178.6085645268
6.865E-07,138.2892555129,152.5510457047,102.8738766844,155.3181352511,140.4184413377,117.0422214774,157.8724879623,123.1539248883,129.7190072083,92.9703418503,128.2971801469,117.8586934623,126.9134970049,145.246194729,86.321475813,123.1830866512,101.2046311648,171.458375314,144.9660925867,93.9671303912,128.1898368968,123.1999353152,89.9534403048,152.2692415252,135.322216271,135.1072496634,127.4834944045,128.4853447722,168.9013435444,178.0836544552
6.866E-07,124.0340765198,161.0507393762,106.133950388,150.8130012418,138.6787890255,125.1746930909,147.2820086225,135.8190681579,127.3309126931,91.1867008804,136.5184277476,132.0967102205,140.3058424369,142.0612998859,95.5419153747,132.3656604035,108.4544858044,183.4235943707,124.4580804022,106.3834353454,124.0169854873,135.1541060965,101.2420966473,146.996465317,121.3871773674,124.1008251059,115.0274375187,129.3805317715,176.3619091428,169.0223959757
6.867E-07,131.7445864113,166.9553240969,113.4375308797,148.3552405052,149.3230180805,118.2656851523,156.7953166051,136.1556668617,128.8696464413,94.0543167053,126.1604190403,122.8914040619,126.8535369817,149.5082878128,92.0687412021,120.0354672683,114.8512506916,180.1260609841,124.560251637,101.2934198172,127.3873691117,132.9556865264,92.2931287512,161.5969658426,128.0512598531,135.053719756,120.3073664047,120.2974868038,170.2286002725,165.2765160284
6.868E-07,130.8662199672,151.8533855968,114.1209318788,157.2251791899,152.0787921461,119.1766719444,146.9016160854,129.8456509251,130.8221777087,86.668496038,112.6469546394,130.1403044547,137.2482051,141.3302376804,82.8395522068,118.1830360446,105.6042360597,176.9621372211,126.7361180918,91.7974201137,140.0051226597,149.9991606507,97.4825935838,154.4410493556,137.2061321032,124.6596232807,121.3287301054,128.0981824579,178.1380699906,166.2397436353
6.869E-07,127.8839515058,154.6530151451,117.9064122106,152.66647666,141.9247438585,120.0344782522,156.0888560701,138.6824341773,130.173655925,91.5557069982,136.2559004472,136.9070023378,134.7312625928,144.5412804753,92.5722247864,120.6508759907,101.9225866943,188.2366629045,125.0092374806,105.3799872193,139.5037942358,137.3730171377,86.3783167231,154.0301416501,128.6741016627,134.5242110119,123.4032793014,117.0137511801,173.285348563,154.256447571
0.000000687,126.786512514,150.502951679,113.379218844,149.6363630493,146.8363715558,121.2318973234,143.7341232962,132.3555479948,126.3514170766,97.3335983832,139.596069776,122.7132334921,128.8554086308,146.738521335,95.2406889994,116.751634041,95.1182134075,173.4273015867,128.8941187915,110.2594881586,138.464394393,126.8761877129,94.2007369169,146.6827815894,121.7131638138,131.046649897,126.9091230763,131.8397299135,181.0395506146,172.6167994414
6.871E-07,121.3724545348,170.5340362401,109.2457093837,156.4573740078,137.305840952,130.6743748759,148.4511163081,138.025872816,131.8122077242,92.5612640916,128.7320344344,137.2631628079,128.7028131115,145.1917432367,83.3933703378,120.1639710705,96.0550366844,189.1310652609,127.9394956082,89.8381733541,137.7467316491,136.1626110981,90.338336596,147.8594938038,126.4007890328,123.3275406323,122.8110057918,118.5616253093,180.379915643,168.3208608666
6.872E-07,139.8201392524,161.9686490856,101.3910166434,147.752326997,146.8074517756,123.0902587645,145.6814321569,123.972656811,128.0713053357,96.970902234,128.6348211806,124.9774238044,121.2284628828,139.1225833039,84.89836587,119.3629880651,100.3818892567,179.3679412258,130.3788889302,100.8017899977,138.8278221056,128.1101930616,101.5078597665,159.4169455568,125.3420029932,115.4404919909,116.9112163304,135.7456788023,182.4040643709,162.0824855415
6.873E-07,124.2730390896,161.6271499913,113.143167019,153.2080474143,137.4127245923,126.1406125867,153.7911138887,133.6919847358,126.609009854,105.5975262913,130.057457216,123.8738012693,129.7611628167,151.0378142465,80.534483651,125.4363239056,111.8714311309,181.823543327,119.9615555435,91.1186056418,137.7840848396,130.1335602824,86.2180120599,143.5155807601,125.1890534843,117.5481022679,119.1141305957,139.1735570127,178.0575215558,170.7271547691
6.874E-07,133.8975979441,155.166419078,112.4766927091,166.7471963583,139.4048868856,119.7555477474,151.6426223197,138.0702714927,114.5247550022,92.4913133608,128.1050765675,115.192691241,131.9203508103,151.6936037757,93.3664011967,110.7335694,99.9643498113,179.18050839,122.1980503182,104.4441853097,137.6096999544,143.4400313923,94.4372074127,154.660046117,122.5360892047,122.0434654941,123.5315479184,126.8768542558,166.2622054345,158.3675679883
6.875E-07,139.863871716,165.7011095818,108.9344299727,157.2422630339,135.3874575423,134.141327057,153.5133106488,135.9084437893,132.5972237142,88.4862627149,125.580679678,118.7781781046,126.4771416585,144.6316809772,75.2015925573,116.9585362389,95.4863581703,180.3800522912,123.7596819982,92.5334161086,126.0793225853,133.4486768928,88.1959841471,152.3258281748,125.7087264113,121.6418214767,123.3238572488,112.558734485,177.9980904958,174.4129548197
6.876E-07,118.8361258353,172.4693656776,115.5711746219,151.0060811756,141.9492715806,129.1631543085,155.0891468181,138.0284266431,124.3863050912,96.470998778,128.7455530913,130.8582416304,133.4546767159,155.75987867,77.3650678825,130.8070817643,104.979833891,179.5780158463,130.6734330528,99.4378336979,140.6264245015,136.6097012913,92.232589854,147.4454099518,133.5016756049,125.0757314904,115.2986115808,128.5476464113,167.3153165406,170.2724524338
6.877E-07,134.603540633,158.8528001625,109.4847730583,155.2260558148,151.2440100951,123.2453301458,151.4387215134,136.2299039717,116.0638254144,91.7591482615,126.5490861516,130.4947159167,137.3846241978,153.4807260781,89.9492569399,116.4289866087,98.8284898869,186.7725165991,116.1526563531,99.8506485786,135.1512004959,135.5039423514,99.7728972523,156.9116355438,123.2004100486,126.4300206781,120.1124524785,135.4140118632,184.8358748841,172.3482987569
6.878E-07,135.4605418266,162.7485926019,110.8080402846,160.8220724099,149.9974574465,119.559607069,161.5389529747,138.3852958191,118.7032051164,100.5916051863,118.0965335613,119.6023782066,124.6976703107,138.5889083305,82.3156778043,124.5425357888,110.5132323883,178.3982413263,126.2875483393,98.2426948792,132.1949755304,130.5969940314,98.0555322473,173.475677832,124.7543349139,124.9189614239,128.9178550623,145.8193884125,169.2382455396,171.3389111688
6.879E-07,133.4726645925,168.2569803219,110.6800629716,157.4300397655,148.1747500937,130.4061386438,152.1096248478,131.6662758074,130.8331795541,93.2489739449,111.6437945053,128.0766327781,123.4975180589,140.1697441844,88.0693987957,127.3742828492,108.9605912452,173.884847331,128.8590703466,92.5213867359,134.0959513517,141.0491247545,90.8091006399,163.2948134142,121.8755181124,122.1547268777,125.9892350336,119.2191468594,162.6726351157,163.8056180826
0.000000688,136.7465554647,170.6277678807,115.1865128672,153.9084791988,154.8344302572,130.6954967983,157.1414652877,131.2302324855,130.4755934341,93.3930483717,117.7206417418,121.4819975987,136.0023999882,140.2885493218,80.621972031,122.6970961532,104.1726701553,185.3387244878,123.3606280805,103.5943596838,126.9789530386,135.9791927531,86.2888302107,162.2182302355,122.4794393868,126.5436020242,123.091276665,120.2733351629,172.6963436266,160.4975175778
6.881E-07,132.6459700152,166.534867019,113.955100307,156.1182400916,141.7300584855,115.4633860597,155.2668170844,124.9157668302,122.1726736754,93.2950997731,119.292804328,125.6740678915,126.0570825943,149.6686688148,87.0443710579,115.7270143669,109.0544195423,181.6678515302,128.2267617557,98.445550797,126.3767314448,135.8318040457,93.7793787611,155.853566466,134.4171049646,131.5737207714,111.4608249342,127.876507525,174.6145858392,168.8038964623
6.882E-07,135.5591047928,170.5180687441,108.3763036346,159.0256916155,139.9721268952,127.0830426454,152.0324027648,123.839457115,128.6747314519,94.9039163839,139.1539558942,124.0884360233,129.0911920271,155.966063718,91.550478464,111.2331267948,102.3691350036,173.789647294,121.578640974,101.2751868708,144.5682208228,137.3079405564,96.1461256765,146.8730733711,130.1233124749,119.5635156548,123.3691704144,123.4488967672,175.168270116,170.6373220027
6.883E-07,132.6798285291,167.1440560398,118.2796099758,165.1392613115,147.4111049989,129.5767836214,167.1740246884,137.6618585005,133.5740139768,105.4211845836,126.0459649162,123.0538714256,121.9002532716,137.5347053226,86.4223142979,123.1205245889,101.7383397862,168.8986646922,117.9070826118,96.0513150603,136.2907981688,135.4213946575,94.4690929516,164.1345402996,116.7120524087,121.8095587751,115.2362214152,127.2216299102,178.6572190501,165.0869276643
6.884E-07,130.0994357309,167.9300646733,120.519300641,164.1880232712,132.8664199014,119.887447971,141.1790845378,127.1593226033,132.4303162138,95.1580156182,136.2974781485,134.2914149753,141.8392968111,144.5733829103,91.3181521874,117.824560636,106.2235483833,173.8886753185,132.2991716573,101.5199663625,122.0687207383,134.3904595487,95.1997899195,154.4057065562,111.5699523379,119.1606321844,119.890262954,128.9024814581,173.7061841495,157.2351671592
6.885E-07,131.1496055958,160.0456885518,110.8864084545,159.7779576362,145.511436368,121.9552658399,156.3149786629,133.4299985809,125.0816349436,95.1822322085,128.4725649715,131.7497425563,128.9547560642,146.1208949655,82.2848681657,111.088590006,105.5822371747,183.4237244589,134.4698557501,101.6096863242,136.9677372361,133.7607407816,102.1789735796,146.27141404,128.0748780792,132.8901276341,119.6068481465,130.2713949749,172.3276927781,159.8613129126
6.886E-07,133.2206694118,175.9484326347,112.2510403732,159.5893300735,142.1471534746,126.9563736609,149.3934995,131.671975783,131.5070666725,98.8452960883,133.5344068018,125.6787544645,121.3298516359,149.692695526,85.7090786641,118.8275872735,109.065660985,173.5075284728,121.1326470852,99.7250421309,137.7147302384,138.1095202341,85.2441295719,153.2314144998,126.9072947862,127.7040720319,134.0689615196,125.0842931337,180.5779947993,167.9444447352
6.887E-07,139.0813693259,171.026795987,107.44977789,159.7642136424,142.4306528232,113.0512487035,153.4944916912,126.7749430705,120.1072433434,98.2437758017,119.5576950711,117.321866316,131.6428421741,143.4510843234,83.4120063967,123.3667373748,105.0890181749,175.5920671704,132.1554962802,102.2050122692,143.2602180625,142.8180287755,95.8042465266,160.4230767413,127.7630166482,121.4537426644,125.2142729258,130.9413121289,181.6178479012,166.5135927127
6.888E-07,120.4093352908,162.9585631207,114.5523941643,153.4584913344,142.898633365,124.3202644415,148.3203935527,141.5896214207,128.3635942052,90.8629497059,123.3155479975,129.6082067865,139.5668875293,141.4826848927,74.0512455933,114.7999395057,115.1309489022,187.3511253889,115.9452609273,94.6082018347,132.1733898372,130.6686479265,97.6415631729,154.9758383712,120.0214179283,130.7401328977,125.6852798169,127.2097005213,165.5856932763,165.726994315
6.889E-07,120.1930267502,162.7341263359,111.8728098959,149.4779522407,150.7696108329,119.1295086164,152.8976111906,131.4047881758,127.8369888573,96.8757045363,126.9392509599,118.3747200405,136.7068518324,150.0428451354,80.8036578387,118.615679296,98.5481232979,183.9787433924,123.3399097716,99.1636320822,140.5330365014,144.7485114496,87.9015296883,152.3513592241,117.6361115158,126.0500925893,124.1621813734,134.328673613,172.4672285107,171.4063101486
0.000000689,128.5319357781,151.2681535273,106.3984955242,150.4041807344,145.0096200427,120.925620882,150.7832219684,132.9946215664,127.7637188179,91.2384044373,123.0513618795,130.7235154585,138.9690524017,141.2777267939,82.3340847992,109.4427433947,98.3626563867,179.9095354146,112.7154173118,91.7810457687,129.5750100656,143.3432876996,92.235524864,152.9000605611,129.6464292293,128.0996481101,129.0530571734,113.9637442775,185.1997043209,169.1498272896
6.891E-07,140.0434869293,172.0801514118,95.8463369612,151.5706713175,154.745001068,111.2411094218,162.4559449496,137.9513240735,133.3296876865,94.616751154,122.6206624883,130.0865300706,138.3802352463,157.8400387795,88.7588144324,115.5868022219,105.1985982122,186.3583424987,119.588816881,103.2145832769,129.6789803061,144.0472295854,89.1850094925,152.0670112142,120.6679110145,127.5400724625,134.8786750227,137.6368437531,173.8209012141,170.3367919029
6.892E-07,133.2112843106,171.0527558966,112.5320736919,159.008636687,145.8379787752,126.1147497477,156.2252467932,125.3948982527,135.7856906576,98.1230834379,129.366472068,117.5545074446,126.0151004004,143.383906542,94.9215510431,114.4127932031,111.9633935342,167.8058059476,114.1944841838,95.4666964937,132.5055476487,123.6221638406,93.9921764222,146.0117315188,117.864464607,122.0476809248,120.6279741292,128.4635433028,173.5480950711,175.2651033708
6.893E-07,127.5842348978,154.723159325,119.8337506497,158.2250356645,143.0997176483,121.1217754455,154.7239460979,139.4612067223,130.5725647503,100.7040915537,126.7217040661,127.087986375,127.0435710454,139.9619075064,86.7407229379,131.4118639344,108.3851520602,167.3450103571,124.4105422876,94.4927086691,143.376119721,133.6599036693,94.426765084,159.4870826281,120.1257917148,133.4544200643,128.7755469431,137.4240299093,171.6116373322,165.3308635366
6.894E-07,126.7257839635,153.3297595299,116.5116262574,151.5464498941,144.499365918,124.0081722789,143.3010562951,128.9924139699,139.9201948358,96.8467279795,120.856641174,115.0453139286,127.9059945745,140.1812947926,82.008308907,123.5125664274,101.9272162198,185.5148309287,129.6880804591,93.2843545603,129.7225307673,135.3018128983,96.3970653306,159.1455846743,132.8009552893,124.395334848,120.944358863,130.2323784091,171.9456518543,159.5945640677
6.895E-07,131.9350721212,166.9110772321,116.633272198,161.2071085421,155.8953560666,123.171271308,150.7064881714,138.2533674751,129.1815990365,94.7280433583,114.5993119456,123.4210628307,122.6595148356,144.9694591706,81.6017146891,123.3653853191,99.8098950908,181.8806723638,134.3070787144,102.951895577,142.1542533138,138.7471565297,95.1062340246,157.1615411296,123.034731661,129.68373056,117.0078224091,115.515020069,181.9365651697,163.4385252342
6.896E-07,130.8048586242,169.9392095783,106.9955469457,146.7335675816,142.1493239016,115.1010665907,154.0602272594,125.4272911568,126.7538174381,107.7382939809,115.7560855631,125.0709713163,134.8797893472,139.2269674879,82.3824990775,116.2740010224,108.8971981691,176.3884570358,125.8213000502,94.9811931561,134.2605884315,134.3493738209,91.134397932,148.6744249288,116.0911652219,125.4783702513,131.6162184261,133.2406120136,181.2180017321,171.5877185547
6.897E-07,135.342062883,162.2350652116,121.8399638014,164.2196820507,152.7422879294,138.2038510485,150.6446662289,122.6116591197,131.170169982,98.8768504109,118.2487832249,124.8620697863,120.2400175515,158.8609475789,87.2266598535,127.3534607324,102.8790544111,180.9604954349,113.7536218715,103.0775060351,137.6873729092,149.4625278075,89.4044956504,153.660063147,130.5352926742,127.2392536363,125.9017441075,137.2705255856,177.9817139444,164.6701668213
6.898E-07,135.3709226088,160.0035059219,108.4762003876,154.3641057269,148.8246087105,119.4608641832,152.3018664011,119.095487369,133.7200965589,90.4595503997,132.3473902308,125.1207980829,139.558268504,137.8918386658,86.7806256968,120.1909453839,114.1620390107,186.3225066026,137.2211060667,103.8693690339,138.8360210053,139.6382745078,99.6921181137,160.4443880072,116.1776838665,127.1791328197,123.7955931555,114.7718557563,174.4651200263,163.9756973402
6.899E-07,137.1765669092,169.4072312503,112.3658478781,165.7955288596,149.5753594926,114.9763479872,148.1463271798,125.9262112406,131.6577875668,97.177153125,116.7182058802,122.934504155,137.3284872676,142.3622564861,70.1765851158,118.7949162617,94.9637858073,178.0102578961,125.3045399207,96.2659205975,129.4421935276,135.1900873547,88.9774348781,151.5410323164,118.6668817814,112.9538388145,127.8872096594,126.209224462,178.4041432886,156.3651071127
0.00000069,126.3077527839,160.1521231769,95.7960134192,157.8448835897,150.7226822036,126.4905264737,148.3579030876,123.5439937759,134.8113178231,105.5325420366,126.9129229555,129.8691653156,131.9318516756,147.1813947701,86.7360101346,112.9429038003,104.8261991938,173.2331833669,123.0390396155,93.9358492198,136.9974919905,133.1935966953,88.4183645679,155.1193109366,126.0426802753,131.3936548262,126.7903617862,124.2892156837,181.9531657727,162.482158302
6.901E-07,129.6474944677,165.8073241807,103.2706623672,164.9611739549,149.2862130204,124.9122524077,148.0969411913,133.2915671696,140.2245349712,106.5296714029,121.6432905459,128.9094153973,129.478860782,142.4496345265,83.3934054832,126.3374362771,104.1488331875,181.0853767746,121.8224566545,96.835146495,139.236036653,136.0471252651,101.6827049752,167.722596416,122.6410164964,133.1521492141,139.8208489266,139.2537534886,181.1931734537,173.003144599
